poly_id,mncplty,park_name,park_size_ha,total_observations,total_observers,family_count_observations,order_count_observations,species_count_observations,geometry
Sunrise_Sunrise Golf Village Park,Sunrise,Sunrise Golf Village Park,0.2072892380329486,NA,NA,NA,NA,NA,"list(c(-80.2320358210641, -80.2316952699757, -80.2316612148672, -80.23167256657, -80.2316952699757, -80.2316904049602, -80.2316547281799, -80.2316660798827, -80.2320244693612, -80.2320358210641, 26.1400217373717, 26.1400290164086, 26.1399955328369, 26.1399445795574, 26.1398164683567, 26.1396665198406, 26.1395791711016, 26.1394932781117, 26.1394947339251, 26.1400217373717))"
Sunrise_Sunrise Sportsplex,Sunrise,Sunrise Sportsplex,8.204482070283808,11,3,9,8,7,"list(c(-80.2721027466099, -80.2682208848391, -80.2682208848391, -80.2687412195015, -80.2687247009409, -80.26960844394, -80.2696332217809, -80.2701865935657, -80.2702031121263, -80.2720862280493, -80.2721027466099, 26.1886685718497, 26.1886908061357, 26.1871047497364, 26.1870899266777, 26.1865562953033, 26.1865562953033, 26.1874679140893, 26.1874753255948, 26.1865711184305, 26.1865711184305, 26.1886685718497))"
Sunrise_Sunrise Tennis Club,Sunrise,Sunrise Tennis Club,2.911269237147652,NA,NA,NA,NA,NA,"list(c(-80.2797352701552, -80.2778503524208, -80.2778093759481, -80.2786400807995, -80.279753895825, -80.279526662659, -80.2797352701552, 26.1700959836238, 26.1701093566847, 26.1686115643047, 26.1686149076126, 26.1687586697653, 26.1691999850346, 26.1700959836238))"
Sunrise_The Bridges at Springtree Golf Club,Sunrise,The Bridges at Springtree Golf Club,31.83001820799408,7,6,6,6,6,"list(c(-80.2659348209203, -80.2659625988859, -80.2655875963477, -80.2645737005964, -80.2636986946745, -80.2625181311282, -80.2622820184189, -80.2620042387612, -80.261337567582, -80.2605875625061, -80.2601708930191, -80.2600320031902, -80.258851439644, -80.2583653252431, -80.2588375506612, -80.2591986642167, -80.2595875557376, -80.2600181142075, -80.2603931167451, -80.2609070091127, -80.2611570075253, -80.2599903329623, -80.2591847719543, -80.2588653253478, -80.2566291991019, -80.2566708660508, -80.2583653219635, 
-80.2583514329807, -80.258045875357, -80.2567819779135, -80.2564069753753, -80.2553236347096, -80.2556569702995, -80.257268092315, -80.2573514262122, -80.2575458719727, -80.2579764304425, -80.2581153202714, -80.2583930999296, -80.2590875490743, -80.2595181075436, -80.2598931100818, -80.2606292261754, -80.2608097829531, -80.2608931168504, -80.2609208948165, -80.2613514532857, -80.2613236753202, -80.2614903431151, -80.2618097897217, -80.262240348191, -80.262532016832, -80.2631986880106, -80.2635736905489, 
-80.2659348209203, 26.1746292679088, 26.1748660973524, 26.1754644011719, 26.1753148255052, 26.1750032089155, 26.1739935654437, 26.1739561710735, 26.174030959803, 26.1737691990402, 26.1731584216434, 26.1722858769532, 26.1710518383149, 26.1707651405992, 26.1714257907968, 26.1720241122731, 26.1726473605464, 26.1734700431645, 26.1741930018845, 26.1745794090177, 26.1748037738618, 26.1764864927883, 26.1765363508647, 26.1755142560473, 26.1754270036352, 26.1755391852956, 26.1747289819899, 26.1740932800685, 
26.1736320823875, 26.1733079964388, 26.1735697582362, 26.1736071527313, 26.1735074340525, 26.1729714446924, 26.1723481981526, 26.1713385316864, 26.1698801091317, 26.1698676439031, 26.1699299700336, 26.1697429915433, 26.1692194501757, 26.1687706985614, 26.1674244333571, 26.167561553672, 26.1679978445114, 26.1688330252782, 26.1699922961297, 26.1707402066917, 26.1713759268963, 26.1721612235405, 26.172572567291, 26.1730586989424, 26.1732955315767, 26.1734700395263, 26.1734949692117, 26.1746292679088))"
Sunrise_Village Square Park,Sunrise,Village Square Park,0.17327300591162142,NA,NA,NA,NA,NA,"list(c(-80.2376741804531, -80.2376741804531, -80.2373902245895, -80.2373920927201, -80.2376797848451, -80.2376741804531, 26.1554834828382, 26.1557215933376, 26.1557199165053, 26.155154822478, 26.1551900361327, 26.1554834828382))"
Sunrise_Welleby Park,Sunrise,Welleby Park,6.9340222029691185,7,5,7,5,7,"list(c(-80.2977062777823, -80.2977062777823, -80.2965616899883, -80.295746743479, -80.2949638454283, -80.2941122721099, -80.2941580556213, -80.2943915515314, -80.2947395062205, -80.2950554124518, -80.2953072217664, -80.2955681877833, -80.2958840940145, -80.2963007239714, -80.296584581744, -80.2968775962195, -80.2971202488319, -80.2971797673967, -80.2971843457478, -80.2972209725576, -80.2974544684676, -80.2977062777823, 26.1765409992616, 26.1789569434423, 26.1789528347363, 26.1789651608546, 26.1789610521482, 
26.1789651608546, 26.1771080110669, 26.1771778601565, 26.177292905624, 26.1773915159352, 26.1774572560954, 26.1774901261623, 26.1774202772599, 26.1773586458405, 26.177292905624, 26.1772394916714, 26.177116228609, 26.1770011829663, 26.176775200124, 26.1765697607968, 26.1765451080527, 26.1765409992616))"
Tamarac_Caporella Aquatic Center,Tamarac,Caporella Aquatic Center,1.4718209797765063,NA,NA,NA,NA,NA,"list(c(-80.2749010256512, -80.2748902779199, -80.2735826373368, -80.2735432289908, -80.2742382489168, -80.2742740746865, -80.2749010256512, 26.1969340965916, 26.1974452139734, 26.1974419994057, 26.1959986495371, 26.1959922203218, 26.1969437403365, 26.1969340965916))"
Tamarac_Caporella Park,Tamarac,Caporella Park,2.4258503665223152,NA,NA,NA,NA,NA,"list(c(-80.1733112203035, -80.1726797863901, -80.1724931015809, -80.1723338704202, -80.1721746392596, -80.1720703153957, -80.171773815993, -80.1717353808851, -80.171378483456, -80.1713510298074, -80.1718067603712, -80.1730202116304, -80.1732947481141, -80.1733112203035, 26.1915608238504, 26.1916051664831, 26.1914475037116, 26.1914277958495, 26.1916347282297, 26.1916150204, 26.1912947676974, 26.1909745141143, 26.1907626535683, 26.1903882014279, 26.1902305370085, 26.1902305370085, 26.1905212306153, 
26.1915608238504))"
Tamarac_Mainlands Park,Tamarac,Mainlands Park,4.347991882792379,NA,NA,NA,NA,NA,"list(c(-80.2168950022296, -80.2169081404003, -80.2163037845432, -80.2161242295424, -80.2158351897852, -80.2149242766092, -80.2147885155114, -80.2131024502579, -80.2130542769654, -80.2168950022296, 26.1803753412144, 26.1809412751911, 26.18095699554, 26.1812596118449, 26.1812399614595, 26.1817272900432, 26.1816683391137, 26.1815818776952, 26.1804460831118, 26.1803753412144))"
Tamarac_Sunset Point Park,Tamarac,Sunset Point Park,3.859368796954028,NA,NA,NA,NA,NA,"list(c(-80.296128095437, -80.2953071063983, -80.2952797400971, -80.2943474614337, -80.2942890799909, -80.2960733628349, -80.2960660651546, -80.296128095437, 26.2085860428099, 26.208576221539, 26.2079067455615, 26.2079051089005, 26.206255137253, 26.2062354945926, 26.2068869744002, 26.2085860428099))"
Tamarac_Swim Central Annex Park,Tamarac,Swim Central Annex Park,1.570504856213268,NA,NA,NA,NA,NA,"list(c(-80.2760386618526, -80.2748337867228, -80.2748034965657, -80.2760117372689, -80.2760386618526, 26.1977089178389, 26.197705897991, 26.196537210941, 26.1965311711843, 26.1977089178389))"
Tamarac_Tamarac Recreation Center,Tamarac,Tamarac Recreation Center,4.314011812564341,NA,NA,NA,NA,NA,"list(c(-80.2551588527867, -80.2541158477247, -80.2541111282448, -80.2534456815768, -80.2534409620962, -80.2528510271069, -80.252817990747, -80.2538421178895, -80.2538043620505, -80.2552296449856, -80.255253242385, -80.2551588527867, 26.2158053374053, 26.215839209544, 26.2161398243387, 26.2161525263557, 26.2156698487534, 26.2156656147305, 26.2148823178415, 26.2148992540461, 26.21378992743, 26.2138153319744, 26.2153141902922, 26.2158053374053))"
Tamarac_Tamarac Sports Complex,Tamarac,Tamarac Sports Complex,14.66699551826037,NA,NA,NA,NA,NA,"list(c(-80.2878417775259, -80.2876087297602, -80.2872979994059, -80.2868232724758, -80.286063709388, -80.2850710985338, -80.284156170269, -80.2835951293516, -80.2833275559906, -80.2832843989973, -80.2833016617946, -80.2834138699778, -80.2835778665536, -80.2836814433388, -80.2836296549463, -80.2840612248824, -80.2846913169896, -80.2853818288881, -80.2859169756095, -80.2878417775259, 26.218064286331, 26.2189160564308, 26.2196129546016, 26.2204879430609, 26.2216881377638, 26.2215177883021, 26.2213629249385, 
26.2211151431274, 26.2206428075892, 26.2202479026339, 26.2198529963387, 26.2194116288922, 26.2189857464358, 26.2186295526387, 26.2180410561502, 26.2179171617731, 26.217816497495, 26.2177700370292, 26.217816497495, 26.218064286331))"
Tamarac_Tamarac Veterans Park-Dog Park,Tamarac,Tamarac Veterans Park-Dog Park,2.7637762588456973,14,4,12,12,13,"list(c(-80.2571980605466, -80.2571809752781, -80.2560305671922, -80.2559793113864, -80.2534677769028, -80.2533367898437, -80.2531203764416, -80.2530805108148, -80.2531089862622, -80.2530862059043, -80.2571980605466, 26.2290206821372, 26.2294957895715, 26.2295264415971, 26.2296592669489, 26.2297256795683, 26.2298329614114, 26.2298125267824, 26.2295826369572, 26.2294753548825, 26.2290615516699, 26.2290206821372))"
Tamarac_Tephford Park,Tamarac,Tephford Park,10.626822074848942,62,9,20,17,20,"list(c(-80.2945577303561, -80.2818995697544, -80.2818567695226, -80.2839753810151, -80.2843926832785, -80.2845745762017, -80.285098879046, -80.2857408825286, -80.2864363863013, -80.2871425901324, -80.2880306949499, -80.2888759995352, -80.2897641043527, -80.2901279063264, -80.2904061078353, -80.2910909115501, -80.2914012132336, -80.2917650152069, -80.292802920837, -80.2934449243195, -80.2937552260031, -80.2943865294277, -80.2945470302982, -80.2945577303561, 26.2292752705696, 26.229457639556, 26.2287857575584, 
26.2287377658382, 26.2285841922022, 26.228641780939, 26.2285745924431, 26.2287185677447, 26.2287185677447, 26.2285457973608, 26.2285170022721, 26.2285170022721, 26.2285074039076, 26.2286129858741, 26.2286801743486, 26.2286993710482, 26.2286033875175, 26.2284786088086, 26.2284594120725, 26.2284882071762, 26.2285649940826, 26.2286321825848, 26.228872141204, 26.2292752705696))"
Tamarac_Waters Edge Park,Tamarac,Waters Edge Park,3.2337343154986526,8,2,8,8,8,"list(c(-80.2519871554409, -80.2519823512944, -80.2495082158035, -80.2494793909235, -80.2507476856222, -80.2507428814757, -80.2509302431924, -80.2509494597785, -80.2519871554409, 26.1987044534918, 26.199501913369, 26.1995191556842, 26.198062171025, 26.1980233753266, 26.1983596042854, 26.1983596042854, 26.1986829004458, 26.1987044534918))"
West Park_Mary Saunders Park,West Park,Mary Saunders Park,1.3200359779568454,NA,NA,NA,NA,NA,"list(c(-80.1921856279545, -80.1921987779524, -80.1921014679668, -80.1921172479643, -80.1918858079983, -80.1918910679975, -80.1918305780065, -80.1916333280356, -80.1912624980901, -80.1909626781344, -80.1909547881356, -80.19085747815, -80.1908416981524, -80.1907759481619, -80.1907785781614, -80.1921856279545, 25.9907956864822, 25.9911526519293, 25.9912046600499, 25.9914694283057, 25.9917341959649, 25.9917791118476, 25.9918854915026, 25.991913859394, 25.9916325441664, 25.9916325441664, 25.9915072522932, 
25.9915072522932, 25.991119555841, 25.9911171918343, 25.9908216906241, 25.9907956864822))"
West Park_McTyre Park,West Park,McTyre Park,8.071370554,NA,NA,NA,NA,NA,"list(c(-80.1982191058345, -80.1962986441799, -80.1962557288357, -80.1947858782955, -80.194678589935, -80.1981761904902, -80.1982191058345, 25.9804270247582, 25.9804656032327, 25.9809381885119, 25.9809767668179, 25.9786234669695, 25.9785366640251, 25.9804270247582))"
West Park_Water Tower Park,West Park,Water Tower Park,0.6161163192485456,NA,NA,NA,NA,NA,"list(c(-80.1822985398793, -80.1816171046716, -80.1815802703359, -80.1822755184194, -80.1822985398793, 25.975017212146, 25.9750565344629, 25.9742411114919, 25.9742245546031, 25.975017212146))"
Weston_Bonaventure Park,Weston,Bonaventure Park,6.320990957787905,NA,NA,NA,NA,NA,"list(c(-80.3817658034258, -80.380171006342, -80.3790095780307, -80.3784115291246, -80.3777008043372, -80.3769467426723, -80.3770247490514, -80.3781861773627, -80.3787928936448, -80.3793649404247, -80.3800843325875, -80.3805003666092, -80.3809597375085, -80.3816704622959, -80.3817658034258, 26.1202938542823, 26.1202471611263, 26.1202938542823, 26.1200214772765, 26.1197802285414, 26.1196245839318, 26.1185584127817, 26.1186984942178, 26.1189086160565, 26.1190798261651, 26.1190876084368, 26.1190331325239, 
26.1191109552485, 26.1189942211425, 26.1202938542823))"
Weston_Country Isles Park,Weston,Country Isles Park,1.8530470163422021,NA,NA,NA,NA,NA,"list(c(-80.3786597364437, -80.3779410562344, -80.3777719550086, -80.3776498263458, -80.377499514145, -80.3773961745071, -80.3772082842564, -80.3770814583367, -80.3769499351614, -80.3766164299661, -80.3779504507469, -80.3786597364437, 26.0912704533305, 26.0916754363541, 26.0915952835753, 26.0915741907297, 26.0915868464375, 26.0916332506882, 26.0917007477463, 26.0916585620895, 26.0916037207124, 26.0910721798804, 26.0902790827211, 26.0912704533305))"
Weston_Eagle Point Park,Weston,Eagle Point Park,1.9712570520576864,NA,NA,NA,NA,NA,"list(c(-80.4000526049458, -80.3989977248424, -80.3989459226949, -80.3988376091131, -80.3987481326759, -80.398592726232, -80.3983902269261, -80.3982677854859, -80.3981735997625, -80.3980841233252, -80.3979428447398, -80.3978109847273, -80.3979475540259, -80.3980982511837, -80.3982819133443, -80.3983290062064, -80.3984137733575, -80.3984420290743, -80.398512668367, -80.3993367934469, -80.3995392927529, -80.3998971985019, -80.4000526049458, 26.1303999971417, 26.1304338208891, 26.1301759145699, 26.1300575311513, 
26.1300659871137, 26.1300490751883, 26.1300786710562, 26.1301209508551, 26.1301928264776, 26.1298334479225, 26.1297235201439, 26.1295839962756, 26.1295417162823, 26.1294444722405, 26.1292753519749, 26.1294444722405, 26.1295121202783, 26.1296516442326, 26.1296812402012, 26.1291907917502, 26.1292246158471, 26.1290935474156, 26.1303999971417))"
Weston_Emerald Estates Park,Weston,Emerald Estates Park,8.015202409,93,13,46,37,50,"list(c(-80.3680282755506, -80.3674548592749, -80.3671404051885, -80.3666286465768, -80.3659380807389, -80.3651426968725, -80.3651057022744, -80.3678926286899, -80.3679111259889, -80.3680282755506, 26.065104858239, 26.0654094852031, 26.0656531862037, 26.0659467344635, 26.0660685844683, 26.0660630458344, 26.0632604635196, 26.0631995370721, 26.0647337661393, 26.065104858239))"
Weston_Gator Run Park,Weston,Gator Run Park,3.066960207196675,4,3,4,4,4,"list(c(-80.4204266469119, -80.4207544051426, -80.4208901906958, -80.4210774811136, -80.4212647715313, -80.4213677812617, -80.4213724635221, -80.421288182834, -80.421105574676, -80.4207684519245, -80.4205764792456, -80.4203891888279, -80.4202861790982, -80.4200707951173, -80.4199115982627, -80.419686849761, -80.4195182883849, -80.4197430368866, -80.4199162805231, -80.4201503935449, -80.4203376839627, -80.4204266469119, 26.1272513908708, 26.1281846349108, 26.1284410655256, 26.1287773671182, 26.1290506114497, 
26.1293490776041, 26.1295928944599, 26.1298787480568, 26.1301561935254, 26.1303579716346, 26.1301519898111, 26.1299418039032, 26.1297820623593, 26.1295298384252, 26.1293827075452, 26.129206150245, 26.1290800377239, 26.1288194047495, 26.1284788995028, 26.1278945733724, 26.1272808175982, 26.1272513908708))"
Weston_Heron Park,Weston,Heron Park,2.140427283908007,NA,NA,NA,NA,NA,"list(c(-80.3725537718836, -80.3722038703475, -80.3720017050161, -80.3719433880933, -80.371768437325, -80.3715895987624, -80.3713368920972, -80.3713563310719, -80.3712980141491, -80.3710608586632, -80.3709053468695, -80.3712863507647, -80.3713330043024, -80.3712280338419, -80.3716284767105, -80.3720017050161, -80.3721611046046, -80.3725537718836, 26.0980494059882, 26.0981785879094, 26.0982169933177, 26.0982763471067, 26.0983880718033, 26.0984788480398, 26.0986953141678, 26.0984334599304, 26.0981716051066, 
26.0979900520851, 26.0978818184185, 26.0975152197719, 26.0973650885662, 26.0969286595473, 26.096541109214, 26.0964189083922, 26.096942625301, 26.0980494059882))"
Weston_Indian Trace Park,Weston,Indian Trace Park,2.3883684043001625,4,1,4,4,4,"list(c(-80.3941482949494, -80.3925273476457, -80.3925136494989, -80.3941619930955, -80.3941482949494, 26.1166176991903, 26.1165931000585, 26.1153139380612, 26.1152647392431, 26.1166176991903))"
Weston_Library Park,Weston,Library Park,2.6620232352419797,NA,NA,NA,NA,NA,"list(c(-80.3962496802489, -80.3958983813808, -80.3956751602245, -80.3954153454364, -80.3952909270872, -80.3951994430071, -80.3944053611902, -80.3940613810484, -80.3940430842325, -80.3938271818031, -80.3938601160717, -80.394262646025, -80.394661516615, -80.3949323094927, -80.3952396960026, -80.3953970486206, -80.3955836761444, -80.3959532718285, -80.3962496802489, 26.0666787507906, 26.0668989892839, 26.0670304747539, 26.0673131680144, 26.0672868709959, 26.0672309898109, 26.0672441383282, 26.0672539997145, 
26.0673559006579, 26.0673591877836, 26.0659950226808, 26.0659983098447, 26.0660311814795, 26.0660607659421, 26.0661133605238, 26.0661659550829, 26.0662021138279, 26.066438788976, 26.0666787507906))"
Weston_Peace Mound Park,Weston,Peace Mound Park,3.330078366719909,23,10,15,13,14,"list(c(-80.3700018821634, -80.3698157970023, -80.369739173701, -80.3695366692611, -80.3692301760548, -80.3689784137783, -80.3687102322225, -80.3686336089211, -80.3687211784083, -80.368961994499, -80.369186391311, -80.3692575415194, -80.3693396379142, -80.3692739607982, -80.3690714563584, -80.3686992860366, -80.3685624587122, -80.3685679318052, -80.3685843510844, -80.3685186739684, -80.3682614385989, -80.3680479879732, -80.3677962256966, -80.3678509566263, -80.3689893599641, -80.3697665391656, -80.369673496585, 
-80.3695585616328, -80.3695093037961, -80.3695311961682, -80.3696078194695, -80.3697446467939, -80.3700018821634, 26.1064583714995, 26.1065812393589, 26.1067385100311, 26.1067778276657, 26.1067335953258, 26.106571409935, 26.1063797360014, 26.1061290849985, 26.1058686039753, 26.1055835486058, 26.1054213616197, 26.1052886630097, 26.1050724130992, 26.1048561627896, 26.1048414184359, 26.1048021001493, 26.1045219569783, 26.1041877502118, 26.1037011827711, 26.103494759609, 26.1034013775826, 26.1033915478906, 
26.1033227400286, 26.1030917419082, 26.1033768033521, 26.1035930563984, 26.1038437128368, 26.1043253648786, 26.1047283783271, 26.1050871574238, 26.1055540600792, 26.1060946818773, 26.1064583714995))"
